	Host	TYPE	Lineage	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
NODE_467_length_3576_cov_24.496172_g351_i0	species:Citrobacter	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540288648	0	0	0	0	0	0	0	0	0	0	0.042124814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789.3602386	0	0	0	0	0.129767066	0	0	0	0	0
NODE_317_length_1029_cov_40.655102_g313_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0.242506597	0	0	0	0	6.434080449	0	5.13422987	0	0	0	0	0	0	0	526.4217852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.93746965	0	53.99208768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.274497243	0	0	0	0	0	0	0	0	0	0	0	23.11809713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.225952466	0	0	0	3.887450608	0	0	0	0	0	0	0	2.372666614	53.38019828	31.98305314	0	0.901274122	0	0	0.118147787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1246_length_792_cov_13.893674_g1233_i0	species:Escherichia	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Wadgaonvirus"	0	61.7546723	0	0	3.351417043	0	0	0	0	0	0	0	0	0	421.521414	0	0	0	0	0	0	0	0	0	0	0.84142007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.5576489	0	9.666099314	0	0	0	0	0	0	0	0	0	0	0	0	30.764442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.27135653	0	0.077181735	0	0	0	0	0	0	0	0	0	0	0	0	1.568518068	0	0	0	0	0	0	0	0	0	3.864212799	0	0	0	4.06896307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.4412907	0	0	0	0
NODE_737_length_1202_cov_24.086730_g601_i0	genus:Escherichia	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Punavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.694446069	0	0	0	0	0	0	0	0.057868227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788.137883	0	0	0	0	0	0	0	0	0	0
NODE_7824_length_627_cov_3.596886_g7748_i0	-	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Aliceevansviridae"	0	48.95268331	0	0	79.58733526	0	0	0	0	0	0	0	0	0	91.04034902	0	0	0	0	0	0	0	0	0	0	26.21687798	0	3.630851278	0	0	0	0	0	0	0	0	1.304607293	0	0	0	0	13.98497551	0	24.06050727	0	0	0	0	0	0	0	0	0	0	0	446.2408803	0	0	0	0	0	0	0	0	0	0	0	0	0	34.17898871	0	0	1.518027228	0	0	0	0	0	0	0	0	0	0	0	0.055468587	0	0	0.495321495	0	0	0	0	1.819124325	0.55627112	0	0	0	0	0	0	0	15.68280503	0	0	0	0	1.757121804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2910_length_649_cov_11.833333_g2822_i0	-	-	superkingdom:Viruses	0	181.0986205	0	42.3162219	7.36175676	0	0	0	0	0	0	0	0	0	10.21690614	0.75766838	0	0	171.9744165	14.14714929	1.436993911	0	0	0	0	200.9139991	0	0.923097783	0	0	26.35321639	0	0	0	0	0	0	0	0	0	0	96.07757188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586627471	0	16.10612741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.247348186	0	0.878729547	0	0	14.54173735	0	2.429273994	0	0	0.374650456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13404083
NODE_145_length_1364_cov_27.000000_g144_i0	species:Acinetobacter	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	0	1.520866518	0	0	0	0	0	0	0	0	0	0	0	4.826137917	0.360290569	8.545172959	21.33650815	0	0	8.86441461	177.2867019	0	0	0	0	1.675185818	0	0	0	2.77917135	11.80576982	1.072591642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.53365059	0	0.169378066	0	241.8999922	0	0	0	0	0	0	0	0	0	0	0	0	0	3.217946219	0	8.244182839	4.974454803	3.180483763	1.112125924	0	0	0.669287249	0	0.807004122	0	0	69.80397201	0	9.601676674	0	0	5.388263637	35.42421894	0	12.90126033	0	0.673741157	0	18.26990537	22.66595492	0	32.95112017	2.377881139	0	0	0	0	0.467641787	0.702881448	0	0	0	0	50.90183924	0	0	0	1.237224411	0	0	1.015836399	0	0
NODE_1067_length_1508_cov_19.189856_g1060_i0	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	111.5314855	0	0	0	0	0	0	0	0	0	0	0	0.874884359	0	0	0	0	75.21632347	0	0.412294009	43.18007111	0	0	0	101.7872778	0	0	0	0	0	0	0	0	0	0	5.062706817	1.525397838	0	0	0	14.3752503	5.008262878	0.149312503	0	0	0	0	0	0	74.72799733	0	0	0	0	0	0	0	0	4.850880913	0	0	0	0	0	0	0	0	0	0	0	0	0	10.55942601	2.270002849	0	0.69924956	0	0	0	0	0	0	0	1.406834918	182.1481996	0	75.2732653	7.111919665	0	16.07030494	0	0	0.462575587	0	0.16047044	0	26.07574897	16.41346926	0	4.917784121	0.109590517	0	0	0	0	4.449899316	0	3.588838802	0	0	1.966230672	0	0	0	0	0	0	0	1.034949069	0	0
NODE_475_length_3716_cov_41.368966_g474_i0	genus:Chlorella	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Chlorovirus"	12.03488263	8.864151245	0	16.15605323	62.28657277	0	0	0	0	0	0	3.923100737	0	0	112.3386295	1.235051113	7.879556876	2.562127994	23.19804198	0	6.274280466	0	0.166834458	0	0	50.57215397	0	46.43112291	33.08978326	0	24.73035312	0	0	0	0	0	42.48434692	0	0	0	0	34.67422133	0	109.6125747	0	0	0	0	0	0	0.115746452	0	0	66.5669207	0	10.60480874	0	0	0	0	0	0	0	0	6.855876843	0	0	0	0	0	0	0	0.384204685	0	2.928087252	0	0	0	0	0	0	0	5.332587586	0	0.084232841	0	0	1.128269321	0.621061072	0	0.543461156	0.099930584	1.534702572	0	0	1.823386403	0	0.349401373	29.65023485	0	0.065432763	0.667098359	0	0	0	0	1.266773227	0	0	0	0	0.398960691	0	0	0	0	0.124878102	63.82070727	0	0	0	0
NODE_650_length_1626_cov_22.050095_g517_i0	species:Escherichia	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Jouyvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2241401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793.2398503	0	0	0	0	0	0	0	0	0	0
NODE_288_length_2498_cov_333.267456_g248_i0	species:Escherichia	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Gemsvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.11872356	5.118052943	0	0	0	0	0	0	15.13905826	0	0	0	0	7.43466945	0	0	27.18270831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.95859246	0	0	14.28847686	0	2.544958015	0	0	0	0	0	1.233618981	0	0	0	0	0	0	0	0	0	10.50981646	0	0	0	0	2.615578243	0	0	0	0	29.68782408	599.0931022	0	0	0	0	9.342007475	7.740919068	0	0	0	3.560939777	0	0	0	0	0	0	0	9.542111396	0	0
NODE_460_length_3642_cov_22.958252_g345_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.017697623	0	0	7.362334816	0	0	0	0	0	0	0	5.118462122	0	0.163705997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96001994	0	0	0	0	0	0	0	770.9848528	0	0.145101654	0	0	0.382246317	0	0	0	0	0
NODE_2647_length_1019_cov_21.139175_g2634_i0	genus:Chlorella	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Chlorovirus"	0	42.85512798	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321705449	0	0	146.040427	0	29.89718245	2.418981208	0	0	226.0244792	22.01729612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.26982813	0	0	0	0	0	0	0	0	0	0	56.21273825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175239987	0	0	0	0	0	0	0	0	0	3.047758366	1.598704342	0	0.880820698	0	0	0	22.6114355	3.087205607	0	46.59808329	29.71398256	0	4.772289422	0	0	0	0	0	10.12371159	0	0	0	0	0	0	0	0	0	0	0	0	58.4793775	0	0
NODE_201_length_667_cov_2.669903_g196_i0	species:Tursiops	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Peploviricota;class:Herviviricetes;order:Herpesvirales;family:Orthoherpesviridae;subfamily:Gammaherpesvirinae;genus:Bossavirus"	0	1.122365614	0	36.38655084	0.79589874	0	2.836011472	2.902188715	8.834653071	0	0	8.196163233	0	0	0	0.737221558	0	11.10212783	25.84825307	0	2.330357442	6.775202489	1.858941064	0	11.63952012	0	0	0.359274639	43.49837991	0	4.975320251	1.628687903	0	8.224967549	0	4.972654552	0.817579983	2.011756569	0	0.661072538	0	6.207973263	72.05563983	0	5.628883759	0	2.77668782	11.81447031	0	42.20308072	22.56969053	0	0.209958651	109.0760549	0	0	0	0	9.285050645	4.386883608	0	0	1.749331275	34.93936427	34.72323613	0	8.559588105	8.071660362	0	5.468812637	0	0	0.428097334	0	0	0	0	0	0	0	0.770010048	0.367932923	9.284058972	36.10986418	0	3.712602754	0	2.328085288	3.663597582	0	2.859530911	2.226938823	0.855015706	0	0.616862625	1.451210939	0.340882124	0	5.224042137	0.797128888	1.458159796	1.362734258	0.903288575	75.42503584	6.232023572	0	1.501588348	0	8.113896422	0	0	0	8.765833292	0	0	0	0	11.3730943	9.797885375	6.168787336	25.28964728	0.551718515
NODE_1370_length_629_cov_41.562069_g1367_i0	species:Faecalibacterium	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Brigitvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.03250287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210.3493436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.931279655	0	0	0	1.916747843	0	0	0	0	0	0	0	0	0	0	537.364163	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_5047_length_770_cov_7.020804_g5033_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.80125048	106.7074394	0	0	0	0	0	0	0	0	0	55.3748599	0	0	0	0	66.57224645	0	0	127.699468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.73832205	0	25.81332592	275.2157414	0	4.079801322	0	0	4.982599889	0	0	0	35.65112691	26.68332172	0	1.736772472	0	0	0	0	0	0	0	19.80767843	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1820_length_1019_cov_6.407216_g1752_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.056201766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.49779911	0	0	0	0	0	0	0	0	0	0	0	6.187017791	0	0	10.90510761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649.242243	0	0	0	0	0	0	0	0	0	0	0	0.899822383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471650517	0	50.22834616	12.7312132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_885_length_635_cov_21.660410_g876_i0	species:Bodo	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Theiavirus"	0	0	0	36.20861412	0	0	10.42625005	3.048440745	7.359892086	49.17124987	0	8.609198231	0	0	0	0.516248587	0	21.65726669	38.58277577	0	19.58234222	0.323483183	0	0	10.86762543	1.399274951	0	0	34.81175181	2.145464534	4.824041586	9.836890204	0	1.727890821	31.2568144	5.223245018	3.435123455	1.20750653	0	3.471932147	0	8.438703071	17.29983776	0	0	0	0	0	0	0	23.02971617	0	0	7.638186733	1.76874418	0	1.541682667	18.96934191	7.979693489	52.99148145	0	0	0	20.12585478	12.76557398	0	0	0	0	3.590253966	0	2.274162786	0.749451238	0	0	0	0	0	0	0	0	1.030598465	0	18.96478693	0	15.59877819	0	0.978162449	10.04812954	0	0	17.83611415	9.879134226	0	61.87909281	0.381085707	1.074181309	0	1.513738194	0	1.723097098	0.390383858	0	62.24898627	13.09215661	0	2.208162518	0	33.31634406	5.692958104	0	0	7.582709706	0	0	0	0	44.01241384	0	0.893745567	4.4273477	0
NODE_1972_length_972_cov_286.353196_g1903_i0	genus:Chlorella	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Chlorovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.902070391	0	0	0	0	0	0	33.16641557	0	0	0	0	2.958471412	0	0	19.95955478	5.029327922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.44855737	0	0	2.252208915	1.02389496	1.5093317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115426478	0	0	0	0	0	0	0	0	0	20.38742171	548.324653	0	0	0	9.108533524	8.861534034	0	0	0	0	0	0	0	0	0	0	0	0	27.29624931	0	15.71177402
NODE_354_length_5460_cov_24.192201_g257_i0	species:Klebsiella	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Gegevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.234233576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.458206449	0	0	3.931494973	0	0	0	0	0	0	0	0.656083669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794.4882737	0	0.096787587	0	0	0.084990298	0	0	0.207885874	0	0
NODE_286_length_1465_cov_62.221751_g282_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	20.78074618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783182583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.51985562	0	0	0	0	0	0	0	0	0	0	0	2.299971101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.1091174	0	118.1848921	226.2919618	216.6115519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7185_length_651_cov_5.950166_g7167_i0	genus:Equus	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Pokkesviricetes;order:Chitovirales;family:Poxviridae;subfamily:Chordopoxvirinae;genus:Orthopoxvirus"	0	6.625730243	0	42.38112499	0	0	0	0	30.59388425	0	39.18223466	0	0	0	0	0.720092084	0	0	0	0	0	4.796320446	4.830633941	0	26.36308933	5.304232704	40.68134219	0.108311997	35.07537239	0	0	9.036215187	0	0	0	0	0	4.914092469	0	0	9.384346665	0	0	0.021879887	0	0	0	0	0	0	33.17262129	1.614763997	0.910711131	0	6.393429972	0	0	0	21.05632838	0	0	0	8.065465165	12.70254772	1.77883245	14.83926425	3.654150836	4.135021092	0	9.105237015	0	19.96442446	1.462063091	0	0.281695548	2.703617812	2.892441123	0	0	36.27179223	11.04509037	1.256586069	11.03419679	3.363396091	0.053423662	12.58196379	3.66339318	6.917381526	11.88652641	0	2.585127566	3.992925255	16.64456842	0	6.63624792	1.486878182	1.397040719	0.71229729	14.58077506	88.20580117	0.186749728	6.727275348	0	22.07965719	0	0	10.92330559	2.395423397	12.84785247	16.65911703	0	0	38.03834625	5.276484586	0	4.87104391	5.70257485	20.85205211	0	15.03819586	0	1.978474459
NODE_363_length_5243_cov_24.881017_g265_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100559635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802.2048634	0	0	0	0	0.442539604	0	0	0	0	0
NODE_532_length_855_cov_53.939206_g521_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota"	0	11.67435266	0	62.00048756	7.450729259	0	0	0	0	0	0	0	0	0	118.3524537	0.383412693	0	0	0	0	0	0	17.03974954	0	0	26.76011058	0	13.59339759	0	0	303.0424369	0	0	0	0	0	0	0	0	0	0	144.7185984	0	35.81544167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.24731761	0	2.144839784	0	0	0	0	0	0	0	0	0	0	14.25853229	0	0	0	0	0	0	1.334024505	0	0	0	0	0	30.63549389	0	0.426575695	0	0	0	0	0	0.117141454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_215_length_1628_cov_48.272958_g214_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae"	0	190.0667796	0	0	1.956502923	0	0	0	0	0	0	0	0	1.620793137	0	0	0	0	54.06556723	0	28.26088026	55.89523137	0	0	32.85153665	228.1385444	0	0	0	0	0	0.667281837	0	0	0	0	1.004900212	4.886488918	0	0	0	4.787649274	0.421736677	0	0	0	0	0	0	0	0	0	0.021505286	0	0	0	0	0	0	0	0	0	0	0	0	0	10.81296452	0	0	0	0	0	0	0	10.5884996	0	1.943123469	0	0	0	0	0	0	0	0.064088706	6.669317904	0	27.8517938	21.18070486	0	26.67032283	0.114048541	0	0.214239553	0	0	0	23.35617564	19.48426527	0	37.71185926	0	0	0	0	0	0	0	1.511047832	0	0	10.01714816	0	0	0	0	0	0	0	0.174302345	0	0
NODE_96_length_1772_cov_29.554266_g91_i0	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	40.97964607	0	0	12.5825662	0	0	0	0	0	0	0	0	0	9.598968327	0.277498182	0	0	92.68688514	0	25.96428502	0	0	0	0	59.92126495	0	12.77969493	189.4620261	0	0	1.532639435	0	0	0	0	0	0	0	0	2.064287816	101.4423718	0	155.4033072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.48776075	0	0	0	0	0	0	0	0	0	0.137388053	0.429988893	0	0	0	0	3.545651262	60.98224389	0	0	0	18.57255174	0	0	0	0	2.469902161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_629_length_1115_cov_85.576923_g624_i0	species:Vermamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Fadolivirus"	0	53.04108635	0	0	172.3524075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.61632278	35.18713704	0	0	0	0	0	0	0	0	0	14.61436993	0	0	0	0	3.668111089	0	0	11.07281678	0	3.276748747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.73387722	0	0	0	0	0	0	0	9.066057027	0	0	0	0	1.48611809	0.08007603	0	0	0	0.366832974	0	0	0	28.18837503	0	44.42634001	131.8604889	0	2.113080954	2.830858667	0	9.38426885	0	1.519216115	0	46.82802093	62.71661708	0	58.55181813	0	0	0	0	0	0	0	12.79633905	0	0	1.329630428	0	0	0	0	0	0	0	0	0	0
NODE_730_length_1083_cov_107.147969_g727_i0	species:Acanthamoeba	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae;genus:Tupanvirus"	0	0	0	0	0	0	0	0	0	0	4.113690534	0	0	0	742.4313843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.74060567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_28_length_831_cov_4.102302_g27_i0	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	13.03643089	0	0	0	0	0	0	0	12.80053427	0	34.96760378	0	0	3.150244117	0	0.717427206	0	0	0	3.408687628	0.783033485	4.174658102	15.95633486	0	248.3800546	1.179580337	51.03171399	0	0	1.101080349	0	10.1301073	0	0	0	0	0	2.047479673	0	12.85583184	9.734445502	8.655762211	10.68968588	3.767695778	0	0	0	0	0	95.53681655	50.42434985	0	0.96381338	0	10.39344565	0	2.175332007	0	39.55732998	0	0	0	0	0	8.183298636	0	0	0	0	0	0	0	0.755147757	0	0	3.436936091	1.828391773	0.204576337	0	0	11.36059807	0	1.253062792	0	0.829974338	0	0	9.852504327	0	0	5.374643357	0.837756897	0	0.234767502	0	0.458012179	0	0.246856376	0	25.49093284	0	0	0	0	0	0	2.952435201	28.97387403	0	0	0	0	21.83320161	0	0	0	20.82620454	0	0	12.16857274	0	0
