	FD21772173	FD21772179	FD21772189	FD21772205	FD21772244	FD21772261	FD21772298	FD21772337	FD21772351	FD21772578	FD21772697	FD21772699	FD21772702	FD21772766	FD21772802	FD21772880	FD21772908	FD21772934	FD21773059	FD21773106	FD21773116	FD21773174	FD21773221	FD21773259	FD21773309	FD21773313	FD21773369	FD21773537	FD21773589	FD21773630	FD21773653	FD21773675	FD21773737	FD21773746	FD21773783	FD21773819	FD21773832	FD21773841	FD21773846	FD21773847	FD21773965	FD21774021	FD21774042	FD21774045	FD21774113	FD21774123	FD21774318	FD21774401	FD21774408	FD21774415	FD21774498	FD21774517	FD21774522	FD21774524	FD21774545	FD21774702	FD21774708	FD21774709	FD21774719	FD21774760	FD21774779	FD21774818	FD21771986	FD21772050	FD21772081	FD21772250	FD21772292	FD21772346	FD21772347	FD21772392	FD21772426	FD21772472	FD21772506	FD21772806	FD21772808	FD21772863	FD21772902	FD21772906	FD21772910	FD21772976	FD21773016	FD21773025	FD21773044	FD21773104	FD21773140	FD21773306	FD21773308	FD21773335	FD21773336	FD21773352	FD21773450	FD21773461	FD21773511	FD21773545	FD21773644	FD21773669	FD21773744	FD21773752	FD21773775	FD21773858	FD21773873	FD21773934	FD21773988	FD21774007	FD21774037	FD21774064	FD21774070	FD21774163	FD21774168	FD21774169	FD21774233	FD21774370	FD21774444	FD21774492	FD21774523	FD21774611	FD21774623	FD21774626	FD21774642	FD21774681	FD21774695	FD21774821
Bacteroidota_uncl	0	1.62193985	0	0.200573463	2.278632497	0	0	0	0	0	0	0	0	215.0951216	11.18399683	295.6286543	96.60539668	0	0	1265.53522	24.93136109	0.676071367	298.297898	0	0	19.49017473	0	1.21774012	0	36.21397128	117.7253144	14.19282167	0	28.86011548	0	0	0	0	0	0.959770395	372.3919482	3.298886169	20.45500125	23.54770638	0	0	0	0	0	0	0	0	0	0	139.948613	0	193.7221179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.726996336	7.543864858	86.32292278	28.23683766	89.65451378	130.874655	0	0	4.284870065	22.5295456	80.99075986	181.181605	167.3913025	32.83092521	0	73.89971188	2.669581158	0	3.289531871	35.87393151	0	81.69565731	0	73.85731404	0	376.4918525	21.70728774	2.679145569	69.97617959	22.11773082	0	0	0	0	5.276117502	2.428068566	0	0	0	17.9118594	0	0	0	0	0	4.091429759	0	8.342823602	0	28.65835557
Bergeyella_cardium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.33293823	0	0	0	0	0	0	0	0	0	0	0	0	0	19.59717291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Betaproteobacteria_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.052685474	22.35734955	0	0	0	0	0	0	0	0	0	0	0	0.476062832	0	0	0	3.282368026	0	0	0	0	0	0	0	2.085177099	299.4340233	0	47.72310647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.55976592	0	0	0	0	20.64782609	0	0	0	0	0	0	0	0	0	0.227193247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.9359604	0	0	0	0	0
Bifidobacteriaceae_uncl	0	0	0	0	0	0	0	0	0.674521005	0	0	0	0	0	0	0	3899.935931	0	0	0	0	0	0	0	83.04344757	0	296.1126456	0.048642047	0	0	9342.98263	0	0	0	367.9466343	0	0	0	0	182.4953134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585302324	0	0	0	0	0	0	0	8735.413629	0	0	0	0	0	0	0	110.6387665	0	286.2849712	0.042208178	0	0	32906.84364	0	0	0	1013.106384	0	0	0	0	112.6883184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bulleidia_extructa	0	45.27935919	0	0	58.68896814	0	0	0	0	0	0	0	0	17.90959013	0	0	0	0	0	1175.203759	215.42607	1994.751311	0	0	0	4.537903921	0	0	0	0	11.53369648	0	0	0	0	0	80.32482473	0	0	1.676638546	161.7016255	48.78203062	1.883605613	0.594414756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.821889728	0	0	0	0	0	0	0	0	0	0	0	0	0	112.3691574	0	1202.370731	7.074344562	1515.542094	0	0	0	318.7471031	16.46504259	0	1.418832759	747.9661823	0	1032.442018	167.8575789	0	59.74224318	908.255144	0	123.0640035	0	333.1626722	0	1219.031256	463.4590198	0	1473.128734	0	0	0	0	0	0	0	0.132105831	0	0	1.039153312	1.559867301	0	0	0	0	0	0	0	0	0
Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.7279193	20.04726663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_rectus	0	1.10970657	0	6.745058114	0	0	0	0	0	0	0	0	0	0	0	1.318804003	0	0	0	0	11.21208069	11.71223418	1.163275819	0	0	52.72583299	0	0.155118255	0	0	6.268110832	9.982117653	0	29.41008957	0	0	0.959223868	0	0	0	0	21.00234088	0	0	0	0	0	0	0	0	0	0	0	44.02939203	0	0	3.751789519	0	0	0	0	0	0.940925189	19.14162989	0	0	0	0	0	6.039712917	0	0	0	24.94353816	5.12716588	0	0	0	0	0	0	0	0	0	9.333503856	6.964729601	0	1.252177072	0	0	35.32094148	0	5.430683126	0	0	34.2632168	0	29.07923706	3.203277499	0	57.51949605	1.991810702	0	0	0	0	0	10.70443724	8.937758063	0	0	0.337445194	0	0	0	0	0	0	0	0.481739885	0	0.631801849
Candidatus_Cryptobacteroides_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.91452242	0	0	0	0	0	0	0	5.740449892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.1595612	0	0	0	93.42476991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_gingivalis	0	4.611880751	0	87.96869049	17.82752496	0	0	0	0	165.8513726	3.99601725	0	0	0.51738235	4.828392695	20.97198038	0	452.8695237	0	11.32525144	51.45241311	3.68042524	0	1.106292892	0.251246416	25.96484516	1.662299143	1.469583319	696.5052577	22.50277877	30.71212172	3.242980195	114.6471065	0	0.444192899	0	75.60264484	0.45680487	12.59990078	323.6477723	90.35910938	27.4687712	3668.107461	97.81931536	18.96986155	2.998196223	12.05349123	45.44491958	16.29720788	23.62733037	0	5.322045291	11.83959861	191.5403894	2.30583892	0	1.089728196	0	0	0	10.8773335	39.72675988	0	0	2170.856721	4.959171472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429.4993604	0	0	11.43335742	0	0	0	0	0	0	10.12405271	0	0	0	0	0	11.74190305	0	218.0429216	0	0	0	0	0	0	0	0	0	0	0	12.99412401	0	0	0	0	8.864863249	0	0	5.113896773	0
Capnocytophaga_leadbetteri	0	0	0	0	1.357258362	0	0	0	0	0	0	0	0	0	0	5.120892256	0	0	21.45766643	0	7.497285236	0	0	0	0	62.08764481	0	0	0	0	0	98.63851705	0	0	0	0	4.461108377	0	0	0	7103.16131	6.07357705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439907628	0	0	0	0	0	0	0	2092.516562	0	0	0	0	0	0	0	9.7147112	0	0	0	0	0	0	0	0	0	25.3034169	0	0	0	0	0	0	0	5.214599537	0	0	0	0	0	0	0	116.3083016	0	271.4218907	0	0	0	0	0	0	0	0	0	0	0	933.2950076	0	0	0	130.549138	0	0	0	184.4161167	0
Capnocytophaga_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.164279907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991.9906243	0	1.370575765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.352872503	0	18.30869662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.1618435	0
Capnocytophaga_sp._FDAARGOS_737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274213524	5.095442122	0	0	0	0	0	0	0	0	0	0.600024144	0	0	0	0	0	21.76465953	0	0	0	0	0	0	0	0.222285335	271.5345378	0.407038375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.5172669	0	0	0	0	0	0	0	4.848783016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.027349049	0	76.67981317	0	0	0	0	0	0	0	0	0	0	0	1.206584635	0	0	0	893.4383604	0	0	0	0	0
Capnocytophaga_sp._oral_taxon_878	0	0	33.94126811	3.00625606	0	0	4.152547124	0	30.00919995	0	0	5.280829133	0	0	0	0	0	3.066751257	0	0	1.590017291	0	0	0	0	0.334516385	0	0	0	0	0	0	0	0	26.22741619	50.07173653	0.570031672	0	84.32131778	0	0	0	0	0	0	0	0	0	0	44.0367871	0	0	0	0	0	0	1.286279615	92.70319587	0	0	0	0	0	0	8254.313558	0	0	48.28330519	0	1.266769607	0	0	0	0	0	0	0	0	0	0	0	0	25.41904865	0	0	1.16968465	0	0	0.274053435	7.986188685	0	0	5.532439571	0	0	0.477219772	0	0	0	4.51224517	0	0.15439047	34.4119059	0	0	44.836702	0	0	0	0	0	0	0	0	0	0	0	0.585376132	0	0	0	0
Capnocytophaga_sputigena	0	0.336379804	0	0	87.5338408	0	0	0	0	0	0	0	0	0	1.263885104	19.54457594	0	0	0.871617502	0	0	0.844094753	0	0	0	57.39088909	0	0	0	0	0	27.49879674	0	0	0	0	63.98599134	0	0	129.1821042	2401.412359	2.358923607	0	74.95133699	0	0	164.5722324	0	0	0	0	0	0	9.46369541	0	0	2.493403561	0	0	0	0	0	0	0	12.55739317	0	12.59045942	0	0	0	0	0	26.73103405	0	0	0	8.54582618	0	0	0	0	0	159.0279782	0	0	0	0	0.261667242	0	0	30.79252027	2.16098362	0	40.54799031	0	0	0	23.61620177	0.177209646	0	2451.985284	0	0	0	0	0	0	0	2.729747344	0	0	0.356842441	0	0	0	0	2.962013995	0	0	0	0	0
Capnocytophaga_uncl	0	84.89678195	0	0	171.5841957	0	0	0	0	0	0	0.98490905	0	0	22.61751598	164.8020538	0	378.7901999	171.1987061	0	73.20472668	44.43087159	43.07274392	0	0	923.7280856	0	0.457300842	688.6691726	0	1.290379905	862.6152179	0	0	0	0	232.0492356	0	0	300.3847265	45741.71995	447.3582885	5876.537584	191.56432	0	0	90.00409969	0	0	0	87.77584751	0	0	0	4.606802921	0	68.85961194	0	0	101.5550324	367.0102089	0	0	0	36572.36541	0	0	0	7123.715898	0	0	0	218.4637498	0	0.277495199	0	0	5.587837309	0	0	0	0	2136.457025	0	0	12.40901997	0	0.086899053	18.61360107	0	106.1221192	52.52267273	93.77084582	18.76982242	57.51106509	0.373842976	0	2.407178496	930.343652	38.26731	5015.569987	0	0	0	0	0	0	0	0	0	2536.86691	0.240196146	10061.1685	0	0	0	2676.228566	38.47794679	0	0	17209.65472	4.566894613
Chryseobacterium_cucumeris	0	7.540262913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.5797053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium_gambrini	0	0.427071924	0	5.309680553	10.51875231	0	9.860520826	14.40712685	28.69489793	0	0	2.849933486	0	0	0	2.718982103	0	4.413467094	0	0	1.716186382	13.58868903	4.47688115	0	706.1879395	0.722121032	56.98064894	0	2.720113993	0	14.59046422	11.66209147	0	12.12697368	0	81.06745079	7.69080153	78.88923658	0	6.863786294	9.748169441	1.469595719	35.12579295	0	128.0624404	0	28.14555615	0	0	0	0	160.0259239	0	58.09633755	0	22.39982251	3.609701909	54.19876882	52.92309612	11.29611181	0	29.5973628	3.621162043	16.57502902	2.09384246	0	1.353625033	0	0	23.24390868	0	0	1.250452608	0	1.399902589	0	0	0	0	0	144.4607817	24.70128895	26.82637921	44.18420457	0	4.273077002	24.62715024	5.381237554	3.475647476	2.873299626	5.158174655	0	48.51797349	0	25.07906592	1.545262581	6.894907579	0	3.852453891	0	0.712240929	0.249962209	0	0	3.473766094	0	1.043015422	0	9.701737891	0	0	0.649330969	55.18012185	7.971815021	0	16.04314978	0	2.527304706	0	12.05088179	78.62212802	1.823622829
Chryseobacterium_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.2817387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656405975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180.9919096	0	0	0	0	0
Clostridia_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.96925106	6.928178362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.467810337	13.2641256	0	18.30871846	2.204965485	0	0.583686107	27.15338288	0	0	0	4.458879973	0	2.293489263	0	0	2.466219154	0	0	0	0	0	0	0	12.51270228	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp.	0.507191636	0	0	3.176071054	15.4566792	0	4.454606937	0	2.880724359	0	317.3609976	2.360400475	0	556.7421467	0	9.007770434	269.3969198	0	0	484.0090665	0.812226906	188.3080076	592.3350081	0	11.21187322	0	1.065650287	0.741648296	1.501920049	126.3664957	66.38287104	0	0	1.673987281	0	0	27.51733177	1.761575431	10.05054691	1.015141764	29.60366418	0.304290824	30.70847163	0	0	0	21.36841172	0	0	19.68335854	12.1981724	6.79683459	469.7161957	3.007320685	382.7190119	0	1.609818804	0	4.670675919	0	0	14.00767112	76.10356116	43.92939729	8.092854873	7.859120137	27.2804137	26.97680933	2323.665182	62.00051999	0	46.05417341	1.553493588	73.82733764	0.938595381	49.99872728	193.7160305	0	0	0	246.5448315	0.929924959	25.75316012	0	122.1879431	37.96479073	28.55572327	14.36852149	32.39996225	4.759506028	2.513032418	8.52737657	54.09390306	192.1053609	54.76052949	264.9254025	251.2650562	2.764862112	0.797679493	148.2393853	0.29494966	0.690087352	12.6669314	12.67708324	0	43.72560171	39.44945533	235.7928393	64.28216473	23.47820313	11.34605932	8.066931049	22.85091678	15.40582524	0	39.86225492	101.2261093	1.046594817	37.44614869	97.50573583	60.23341634	2.517298628
Corynebacterium_uncl	356.2440721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267199746	0	0	0	0	0	3.442939402	0	23.82192178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.023135507	0	0	0	0	0	0	0	3.646934644	0	25.15564798	5.199512363	0	0	0	0	0	0	0.411550481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister_micraerophilus	0	121.6970682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.184707388	0	0	0	34.17171212	3.24078314	0	0	81.34767829	0	297.5577168	0.703521364	37.3266646	8.344928561	1.446237802	11.37075921	0	8.633486641	2.693791441	0	1.907112775	3.37884986	0	123.4214216	0	0	0	0	0	0	0	0	0	0	0	0	0	57.08101228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.441112202	0	0	0	0	786.433698	0	0	0	25.25642273	0	0	0	340.166824	0	1647.815945	23.97604127	0	572.7166457	144.2868534	1.621892729	23.57250166	0	141.1659731	0	42.75440453	0	3.195951165	22.49560963	0	0	0	0	0	0	1.438855446	1.635217396	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	14.23400864	0	3.757457294	0	0	142.8182604	22.32784882	8.289419416	1.164999894	0	0	0	7.770213328	0	6.058942745	0	0	0	4.521275556	0	0	0	0	18.72241221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.933318227	0	0	10.14598568	10.2409791	0	12.01317432	0	0	0	17.51161581	0	0	0	19.91617351	0	12.54367459	0.42317466	0	0	0	0	0	0	0	0	0	73.12835144	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500680972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.479396644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.427329137	0	0	0	0	0	4.749150489	0	0	0	0	0	0	0	37.78609732	0	0	0	1.771721867	0	0	0	0	0	0	0	0	0	0	13.51607632	0	0	0	186.652702	53.3141162	0	0	0	0	0	0.240079722	0	0	0	0	0	1.504098655	0	0	0	0	0	0	336.703184	0	0
Elizabethkingia_uncl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.41273081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321794247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355570825	0	0	0	0	0	2.975444637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacterales_uncl	0.358025489	0	0	0	0.252014318	0	0	0	1157.864082	0	0.66673943	23.4313173	286.9781957	0.03769923	1.534276673	152.8826628	3.121709006	489.5453195	0	67.48359726	30368.16502	2.072942263	23.66827265	235.7206888	0.128638742	0	0	3.156542882	4.89175512	11.22419487	1.596812392	0	1.494143995	83.95011203	0	31.23150989	0	1.171528063	0	6.503201487	0	2.57597911	0	1.964511269	0	1.583441619	0	0	0.876208094	31.57961692	1889.745511	0.50516886	581.9129619	0	21.69575472	1398.652152	591.7699099	0	1119.42872	25.89964012	0.257827348	0	1.123843854	0	0.531062616	0	3.170094091	1.797111826	0	24.53853891	1.833262933	3.221867199	0.434718477	693.3123842	0	4.593365066	453.436916	0	1.746216848	0	0	34315.82727	0	8.228859604	9637.100765	0.018288498	0	0	0.718602326	0	0	52.07904097	0.259495696	0.206717626	0.535557365	1.881830767	2165.410389	0	0.09519544	0	19.62649918	0	1155.910638	1.677886108	0	2.427387259	12.48191246	16.43838659	0	0.690550555	1.501717308	2409.313154	0	1.037941099	0	1.866093041	609.9728885	325.2130824	31.53483843	0	0	0.083847335
Enterobacteriaceae_uncl	42.97520962	6.396698461	83.31901641	43.42350498	144.9581333	7.906825083	38.90876269	462.281199	81.20497062	130.2568209	2389.201288	10.62961312	2984.059517	2481.116569	16.59669886	8298.971948	1333.203947	7728.212239	2968.365588	10590.57825	138.4313171	372.0984558	1371.808714	4584.311331	889.5584035	33.35387142	19.94790742	152.8562447	46.49291073	3405.354187	52.22775424	14.68672347	568.5113067	1921.509645	38.62041305	2324.86998	26.09342323	126.5823062	353.9413678	21.78334231	834.9244456	353.6935622	278.6901485	167.8482722	281.7029428	44.92181248	522.7832414	55.80494038	1626.26823	242.3134212	38146.47578	514.1019749	65977.87779	245.547776	2957.543155	14033.54953	90.73672505	103.1604243	920.8191746	39.14976285	201.0032842	549.552629	294.0229092	10.8661091	51.90814802	67.1097049	242.4701339	66.33283085	9531.049189	889.8372746	423.062789	188.4248867	30.29153027	2542.024777	19.95056267	7161.815012	10638.00918	22.64194042	31.83940228	1168.547293	2015.226021	5794.098847	65.46739322	73.61936779	9311.16444	6.073075403	310.6061382	8.274269637	29.69860648	57.20231662	126.7362676	139.9957557	36.12547744	497.7650817	23.96805975	557.0584001	1150.07288	1.606011409	9.103800745	380.1321753	24.37367972	4.22058721	1865.103418	874.1986916	337.2984665	199.2429409	351.1282426	1260.079507	33.26569303	253.7786137	335.0722527	20962.98206	455.3311806	427.7984494	5480.297109	331.0911864	14938.72439	447.1539342	1637.245436	1034.992362	56.16518243	28.55979529
Enterococcus_faecalis	0	9.456694127	8.450020369	12.51932167	2.817553185	31.63015026	9.92465672	13.29243234	49.13872866	24.58188198	0	13.14715572	0	0	0.685077547	2.006889286	0	98.74581857	3.085467945	0	5.428811118	14.67783561	4.130500162	0	9.714262126	3.497811298	2.035045022	1.65235785	40.99104673	0	26.38470602	3.79757055	0	31.70130822	39.17747569	0	10.78554935	17.48279014	44.78430056	25.10474296	6.995289274	14.4063478	27.00672794	1.695054612	59.07705756	0	6.491976242	67.63244902	55.30972472	43.85360579	54.92010627	0	0	24.56729138	0	0	8.197945817	153.8626254	25.61488823	34.39299535	0	23.40632899	5.846730644	53.35418797	30.90943478	20.42804577	7.493361874	36.06184462	0	16.08412733	0	14.96345561	1.153703779	0	0.922564756	5.56974175	0	0	0	0	0	32.11335702	21.93820388	20.38281317	0	7.705726176	0	8.151304657	7.778033204	13.25494711	1.119783829	3.37071895	14.80658263	5.219534073	32.15373943	0	43.25780119	0.87999771	5.198288786	19.09727058	1.511408434	4.843069783	2.015809502	141.2197543	294.8597396	69.00484412	27.58639846	11.53837575	21.97089228	0	189.5886867	0	203.9780512	8.580865226	0	9.867916312	0	29.72999727	27.8094249	21.38171621	39.89647836	15.56337678
Escherichia_coli	3006.932631	1455.117584	5199.549053	4911.724275	2739.148805	3795.538828	3382.486423	2514.148636	9192.962503	3647.034246	6496.436608	2633.192563	4102.764521	784.8534334	380.9778836	911.7901375	177.0997341	7896.812405	1373.40816	910.3640213	1794.625863	1589.097395	2863.857872	1736.039204	10334.9081	404.8554024	4299.496485	623.9373776	6122.19032	545.7311831	2564.185632	3071.055393	10811.28452	6323.243021	3898.194726	2127.553171	1164.585101	3555.110525	12783.4291	3669.939268	6370.956524	1752.527468	15079.45918	295.6077495	6159.899267	2704.361626	2755.993445	9753.341247	2625.721968	14046.31394	23835.47844	15357.92709	3135.479421	6044.846439	442.8449234	3425.152545	2520.190623	7350.601605	14144.15893	7175.981275	3834.543122	5847.238695	1087.484762	7490.303062	15261.20468	5885.847782	3200.043776	6356.363334	3027.322386	2512.037125	922.0872896	5245.079714	1545.240603	1363.449606	443.331241	1885.865249	1339.342771	24.84715344	1.670797016	2865.069024	1302.554569	2889.106728	3667.202382	3718.852418	792.1520896	2131.915249	4528.414659	1088.786067	3133.057256	2669.167463	2014.704095	2001.708051	3990.443675	221.7086647	3687.184327	1252.813132	5250.593372	149.6645009	700.9140619	6790.243787	311.4699593	678.9066663	3756.029924	33328.83926	19487.54384	3357.037816	1277.730657	1870.845714	3370.248058	10020.35782	10202.76148	2943.439507	18271.33726	3623.895237	680.7670384	8704.330018	7672.80703	5947.035259	3776.111996	1897.668466	5012.651743	5099.688631
Escherichia_uncl	0	0	0	0	1.537154815	0	11.26082584	9.145088335	0	3.480951579	0	0	299.1420644	0	166.681025	465.306288	0	42.80340164	17.26356266	0.356731412	0.503738688	0.567218313	0.152840204	63.13734001	0	0	0.013090092	5.68329781	0	0	0	0	0	0	0	0	0	5.132404009	4.837412767	0	0	2.848706616	3.185926138	0	0.717032609	0.056663683	0.059947905	0	0	0	5165.373406	0.029583149	0.834387293	1.22903257	1.307359329	552.0088157	0	0	0.037770333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.039392902	0	0	58.96959586	0	0	0	0	0	0	0	4.147216247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.713126629	0	0	0	0	0	994.1958779	0	25.55730974	0	0	113.8106759	0	0	0	0	0
Faecalibaculum_rodentium	358.2611966	40.31605347	258.5796004	264.039454	51.49325749	267.6721729	742.8058732	227.25675	702.3492438	265.4265711	564.2087306	93.04842298	81.607601	6.38355327	3.383141474	11.69351927	0	1798.806375	88.2839401	105.6084371	80.99920668	105.8881938	58.48656371	701.5089426	674.8353363	36.26138048	160.6673222	46.98155876	368.2191904	0	144.9057031	149.5323763	172.4382468	335.5092639	57.3069891	287.0778993	40.09914961	187.7253969	345.553135	99.93406321	122.8838957	32.12607076	161.3890502	8.686480302	371.6580499	165.4964881	262.3214426	384.4434986	194.8165831	869.8249853	600.9904855	729.7810871	112.1854789	422.30141	40.34742314	95.25568286	136.1680099	425.8707695	402.1555918	443.6069592	218.8565368	107.1844646	46.88635761	568.8059945	306.6017455	209.1191477	194.4031883	496.6882577	176.9090365	135.5483318	762.3258089	333.6714546	19.72452931	46.67742336	8.453938867	9.841623742	107.3575331	0	0	107.2560436	229.5087444	206.9083629	84.82361222	194.9365744	67.728843	84.40466446	179.2105992	22.63455951	112.3391017	128.1203184	51.99857391	70.0067804	163.0928642	4.611406845	238.6343827	114.2282872	63.5882869	10.59116392	74.37040363	277.0017728	9.930713767	65.47967916	410.5476963	1107.589107	1297.900521	132.5702583	210.220232	16.13109925	369.7801835	176.8988192	1144.126485	0.255901935	584.04743	351.9021692	0	259.765113	6.029518086	226.0047925	74.51982014	381.9716163	292.473494	43.70948198
Fannyhessea_vaginae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62289521	4.055290221	0	13.25933445	0	11.37728714	0	0	0	0	192.9211784	0	0	2.46995271	0	0	353.8283652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.89545265	0	471.9524317	14.68842577	0	0	0	0	0	0	0	0	2.782904917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
