	Host	TYPE	Lineage	FD21771986	FD21772039	FD21772049	FD21772050	FD21772081	FD21772084	FD21772128	FD21772138	FD21772173	FD21772179	FD21772189	FD21772250	FD21772261	FD21772292	FD21772298	FD21772311	FD21772337	FD21772347	FD21772351	FD21772426	FD21772472	FD21772488	FD21772517	FD21772578	FD21772584	FD21772699	FD21772702	FD21772752	FD21772778	FD21772795	FD21772802	FD21772808	FD21772813	FD21772863	FD21772908	FD21772910	FD21772934	FD21772937	FD21772947	FD21772976	FD21773016	FD21773025	FD21773037	FD21773044	FD21773059	FD21773063	FD21773095	FD21773104	FD21773106	FD21773116	FD21773158	FD21773174	FD21773200	FD21773221	FD21773259	FD21773306	FD21773313	FD21773335	FD21773336	FD21773348	FD21773352	FD21773362	FD21773369	FD21773436	FD21773511	FD21773537	FD21773545	FD21773589	FD21773609	FD21773630	FD21773644	FD21773651	FD21773653	FD21773669	FD21773675	FD21773737	FD21773746	FD21773752	FD21773765	FD21773775	FD21773783	FD21773800	FD21773803	FD21773819	FD21773823	FD21773832	FD21773840	FD21773841	FD21773846	FD21773847	FD21773869	FD21773873	FD21773312	FD21773956	FD21773958	FD21773965	FD21774021	FD21774041	FD21774042	FD21774045	FD21774064	FD21774113	FD21774123	FD21774168	FD21774233	FD21774281	FD21774318	FD21774370	FD21774401	FD21774415	FD21774444	FD21774445	FD21774681	FD21774468	FD21774498	FD21774517	FD21774522	FD21774523	FD21774524	FD21774545	FD21774611	FD21774628	FD21774642	FD21774674	FD21774695	FD21774702	FD21774708	FD21774709	FD21774719	FD21774746	FD21774760	FD21774779	FD21774818
NODE_1130_length_654_cov_4.537563	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440.0373256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.3252905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1132_length_663_cov_4.309211	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.6749916	0	0	0	0	0	0	0	0	0	0	0	142.6429958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.002386496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1133_length_653_cov_4.545151	species:Escherichia	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Wadgaonvirus"	0	0	0	0	276.2833711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2764.944023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.16152864	25.04108183	0	0	0	0	0	0	0	0	0	104.4900394	0	0	0	0	0	0	0	0	0	0	0	0	196.1266002	0	0	543.136885	703.0965321	0	0	0	0	0	0	0	0	0	0	0	0	0	3.406832268	0	0	3411.958315	0	0	240.2855355	0	180.3063463	0	0	0	0	6.707767932	0	0	0	0	0	0	0	0	609.4161854	0	0	2.736908463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1133_length_662_cov_5.004942	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.953689	0	0	0	0	0	0	559.4200604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1135_length_963_cov_14.947137	species:Anoxybacillus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	148.6474848	0	1299.651563	144.3956892	166.7522106	860.0951953	689.4009023	72.84613112	1103.622452	67.62758705	567.5468751	0	1728.523058	144.9540187	200.0426891	955.4561563	0	870.8343638	248.3173088	1133.899479	863.9114802	329.030925	0	1223.111424	32.83165902	814.7221693	354.9552552	0	0	627.5152905	0	0	465.838964	292.3484232	2.158252482	938.1129982	111.652984	0	256.2106092	0	0	74.76037431	0	0	282.7560515	50.6201423	0	46.22088884	103.7176987	0	808.5296645	0	806.1584053	73.8161931	688.7988055	50.47019137	18.33177275	9.040090183	0	59.24584073	516.3707604	898.5995147	277.8013909	64.09416407	4527.178634	10.48178393	0	667.9514409	152.1719811	0	654.9076685	413.0555287	84.09633942	12.0922457	0	670.4998003	209.9836407	2.75718016	0	246.8611908	1095.066397	175.5721699	219.4466609	1154.295065	1022.269737	0	97.91811402	121.3286519	548.5586895	58.5587097	0	20.13908556	0	0	76.54927972	97.08050289	36.76544457	100.674276	0	345.7563593	842.191078	1132.764718	732.5725567	83.27558796	1462.173366	843.9021529	0	1.177120535	1032.484812	570.3523979	0	81.43844398	7.728076201	35.21147466	548.1532935	767.0975601	0	1151.278189	686.7016155	0	134.1456658	632.0277536	90.02354566	4.043878909	0	1616.572637	357.2961117	63.94024809	0	20.38098938	23.15011591	540.8445829	0
NODE_114_length_1069_cov_3.069034	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.57271089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.3253315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_114_length_2475_cov_8.276860	species:Prevotella	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	11.567477	0	0	0	0	0	53.64792476	0	0	0	0	0	0	0	0	0	0	301.1855416	0	0	0	0	1.560712618	0	0	0	0	0	0	0	0	0	0	28.43752844	753.261509	0	0	0	0	0	0	0	0	0	0	0	0	17.98412766	0	0	0	0	0	0	0	0	259.3255427	0	0	76.8400601	0	0	0	37.40768485	0	2.718911226	78.86349418	23.62671212	0	0	50.96372402	0	0	0	0	0	0	9.655143615	4.690889718	264.1414742	0	0	0	0	0	0	57.148572	0	0	0	0	0	0	423.78897	0	18.88657056	0	13.05714853	31.55333105	0	0	0	0	0	0	0	0	46.48770024	0	0	0	0	15.03462097	0	42.65629266	0	0	0	0	232.6379398	0	0	0	0	0	0	92.68044593	0	0	0	0	0	0
NODE_1141_length_1007_cov_4.795168	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota"	0	0	0	0	0	415.0252693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.981771384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.45399881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770.8828339	0	0	0	0
NODE_1143_length_569_cov_4.994163	-	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	164.5322965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.7708767	0	0	0	0	0	0	0	0	0	0	6.743675978	0	265.3627586	0	0	97.49638875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1834.003554	0	0	0	0	0	0	0	0	0	30.35844309	0	0	0	0	0	0	0	0	0	0	0	0	127.859039	0	0	0.907382765	0	0	472.4774148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_115_length_1405_cov_5.360741	species:Atopobium	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.749298029	0	0	0	0	158.6588882	0	0	0	0	0	0	124.9996857	0	0	0	0	0	0	0	0	0	96.90180698	0	0	0	497.6234924	0	0	0	0	0	0	0	468.4862998	3.098080728	0	148.8947072	0	0	0	0	0	132.9097663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2406.572349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230.0102677	0	0	0	0	0	0	0	0	3187.777482	0	0	0	0	0	0	386.1483285	0	0	0	0	0	1259.777218	0	0	0	0	0	0	326.5254145	0	364.9968063	0	0	0	0
NODE_115_length_1641_cov_4.726986	species:Bodo	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Klosneuvirinae;genus:Theiavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_115_length_835_cov_3.657692	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	820.3969069	75.67798948	307.5892724	1283.851847	491.5112122	0	668.6915981	0	0	0	965.9859004	273.2765803	194.1286081	562.1013063	0	1232.072728	99.38770145	906.2010808	560.470194	261.3829752	0.744554278	1205.558563	0	72.75916792	1476.270431	0	53.41896533	943.3963598	365.6655802	22.28351006	390.8827727	108.2329104	0	807.8830553	28.22576311	56.03003778	0	873.949897	0	37.32262332	0	0	405.3123411	0	0	0	0	28.58820034	544.7714204	0	641.5560376	92.45322056	388.1969891	33.73382759	7.874255756	20.39935873	6.195791079	81.56290983	203.7676011	39.98617739	195.2681151	104.8650577	1063.161653	3.578943386	0	156.1436651	0	0	630.0792774	434.516293	0	18.54250159	77.9432598	1000.44585	201.9787565	2.838342518	3.215851396	115.4823938	198.7166617	0	215.1992046	824.7438988	1045.731993	0	311.5892456	0	268.9705854	13.94019678	838.0690119	0	0	0	20.75661001	64.95912406	35.91584904	0	251.9683863	0	592.7393344	80.94912804	707.3953324	36.3936339	824.2477991	393.1962375	0	1.987749956	0	554.3181694	0	269.5409651	21.98135385	0	200.2045502	659.5016152	0	1523.280729	455.237527	0	1071.888632	664.8654661	342.3123125	0	966.5513393	921.2505994	128.4156472	0	0	0	0	1516.753008	0
NODE_1153_length_655_cov_3.026667	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.1070722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1154_length_521_cov_2.864807	species:Bordetella	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Phabquatrovirus"	192.3287322	0	667.287511	133.4482234	205.4796913	1059.84859	1019.413542	0	2415.672237	250.0014063	349.6785929	0	1870.725904	321.5141344	0	883.0175417	0	178.8469807	76.49698284	2095.864104	532.2755953	774.0350602	1.482826768	1356.456393	80.91334007	2366.42499	328.0440603	427.8613011	48.30952648	687.3360059	0	48.71290281	1230.060111	0	5.983868926	792.0642696	141.8834044	54.87931636	0	342.5639473	251.5083269	168.8924387	0	0	522.637385	93.56467761	41.98498986	85.433236	0	0	996.3071874	0	1076.167315	0	1060.961692	66.97565038	36.30414825	30.63393324	20.4398726	73.00543139	1193.054324	332.1886114	0	118.4696353	0	32.29033245	6.349821012	785.6675385	0	0	242.1021439	0	0	111.7546315	0	708.1889857	194.0635758	7.644427526	2.785497133	0	736.0313667	0	405.6183002	164.1202049	944.7656018	0	361.9775194	224.2600609	1013.938614	252.55551	0	0	646.9112897	402.6401923	56.59651161	89.72027282	33.97804522	62.02772093	299.7869264	0	1037.786319	1794.657126	0	92.35438526	1544.362985	779.9210876	781.5088748	3.263628814	954.2062126	1405.628558	842.205264	150.5282563	57.13733115	195.2513441	0	905.0291383	192.4196287	1780.560019	951.9582376	0	1487.703757	584.1101024	0	3.737289241	0	1314.729669	660.4148858	59.09257094	0	18.83578961	21.39497276	999.6801024	882.3410036
NODE_1154_length_955_cov_3.212222	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	72.80264332	0	0	46.3450659	0	58.57197141	0	0	0	80.26986729	0	0	0	0	0	0	53.59678655	0	331.787205	0	0	0	0	0	0	0	23.43599863	0	0	0	0	0	58.39330472	0	9.979798891	0	186.8856718	0	8.376293247	0	0	0	0	0	0	0	134.0914866	0	0	203.2278912	0	173.642212	9.134637133	1.320381238	0	0	0	0	0	0	0	0	0	0	0	153.4467202	0	0	0	0	0	0	253.5437072	0	1.390138479	0	0	200.7708597	0	0	0	309.249976	720.9090663	0	0	0	19.68308462	0	0	0	0	5.146035349	0	0	0	0	0	0	0	0	33.5892738	0	0	426.3519621	0	0	0	306.3099075	0	0	0	0	213.9533108	0	126.3589011	43.27838061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1159_length_1002_cov_6.853221	species:Aeromonas	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Plateaulakevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.044184015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_116_length_1072_cov_7.050147	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528715986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381.4335969	0	0	0	0	0	0	0	0	0
NODE_116_length_1405_cov_4.624444	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.44733251	0	0	0	0	0	0	0	0	0	0	0	122.7807563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897483333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.889796793	0	0	0	0	0	0	0	0	0	0	0	0	0	13.80351558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.41697757	197.3145041	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_116_length_2456_cov_10.676385	genus:Macaca	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Peploviricota;class:Herviviricetes;order:Herpesvirales;family:Orthoherpesviridae;subfamily:Gammaherpesvirinae;genus:Lymphocryptovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.43446205	0	0	0	0	0	0	0	0	0	0	1.014841608	340.9121136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_116_length_605_cov_3.445455	species:Homo	-	"superkingdom:Viruses;family:Anelloviridae;genus:Gammatorquevirus"	0	0	0	0	0	0	0	347.855327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3230.108301	0	814.3474053	0	0	0	0	0	0	0	0	0	784.8492697	0	0	0	0	0	211.6650739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.23443254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.72954594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_116_length_758_cov_4.954481	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202.526585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_116_length_815_cov_2.588158	-	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	399.5421247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511.828092	0	0	0	0	0	0	152.535289	0	0	0	0	0	1562.796132	0	0	0	0	0	248.4195548	0	0	0	0	29.3208349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1160_length_652_cov_5.244556	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.7195193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1160_length_952_cov_6.467113	species:Geobacillus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	58.75654695	0	0	0	34.50977938	0	0	0	0	0	0	17.92189466	0	0	0	0	0	0	0	0	0	0	0	0	0	73.93159967	0	23.43092689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543.6488405	0	0	0	0	0	0	0	130.5843073	0	0	0	0	1.767149497	0	0	0	0	0	0	0	0	0	545.0200489	53.10248057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.162251847	0	0	0	0	0	0	0	0	0	140.8636406	0	0	0	0	96.1571007	0	0	0	0	0	676.9022207	0	39.61159092	0	0	135.6956683	0	0	0	0	65.4100609	0	0	0	0	0	0	0
NODE_1163_length_650_cov_5.776471	species:Streptomyces	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Tigunavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.17464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1166_length_601_cov_3.937729	species:Aeromonas	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Plateaulakevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1167_length_649_cov_7.360269	species:Streptococcus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.5515275	0	0	29.30341275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.136743823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199.1768419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1168_length_949_cov_8.938479	species:Butyrivibrio	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Arawnvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	121.9021103	0	880.7412769	0	0	0	0	158.5316246	182.9178102	0.886578622	0	0	141.5358074	418.8868904	0	0	0	0	0	0	0	0	0	0	15.81654411	0	140.8600832	0	0	0	0	0	0	0	0	0	0	0	0	899.7458698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.58538582	0	0	0	0	10.08939354	674.6053293	48.09428301	0	0	265.4621646	7.975271917	0	0	0	248.2081895	0	0	0	918.92526	0	0	0	0	0	0	0	0	0	0	0	0	0	179.0732569	0	1594.588455	44.63776618	0	0	0	154.0643481	522.8959439	0	0	69.14730081	6.305553084	621.1756331	0	74.45423723	156.3111462	0	226.7825354	0	0	0.926202898	217.772645	20.85393391	0	0	0	0	0	0	0
NODE_1169_length_646_cov_3.472081	-	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Imitervirales;family:Mimiviridae;subfamily:Megamimivirinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.2778351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_117_length_1057_cov_5.399202	species:Geobacillus	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Svunavirus"	81.25687484	1.123445638	460.4725738	0	101.2818535	261.2020413	418.7278896	0	899.6366659	61.61340239	0	0	777.04139	79.23787323	0	362.7027272	0	440.7723601	75.41140598	613.379812	262.3610077	163.5108527	0.730891907	520.0248572	59.82381766	424.1532364	0	0	23.81198041	487.0120245	104.4462126	24.0108064	242.5208392	66.58740102	0	411.5153518	50.86178977	18.03350604	0	168.8512928	0	30.27193965	313.4770688	0	0	0	0	0	0	242.3034431	245.5421214	0	81.60733147	0	209.1810942	38.90770229	14.31558088	13.72691083	50.37452045	17.99235088	117.6123563	163.7372436	0	29.19710501	515.5715497	0	0	442.5817408	138.6391843	0	477.3328929	0	38.3087866	44.06748384	0	114.5384297	47.82739971	1.255990773	1.372983923	168.6806954	725.5862669	0	0	323.5823151	465.6791661	0	44.60508221	55.26939061	249.8874257	26.6755144	0	0	0	198.4631411	18.59778149	0	16.74792957	0	0	0	511.5294911	0	0	53.10886835	951.529228	768.8531441	0	0	0	433.0253542	0	148.3920938	7.040811147	0	199.7622031	178.4371546	0	749.2099581	430.1224109	0	122.2159661	0	164.0353349	0	0	765.8608456	0	0	0	18.5684889	21.09135442	246.3733838	434.9098041
