	Host	TYPE	Lineage	FD21771986	FD21772039	FD21772049	FD21772050	FD21772081	FD21772084	FD21772128	FD21772138	FD21772173	FD21772179	FD21772189	FD21772250	FD21772261	FD21772292	FD21772298	FD21772311	FD21772337	FD21772347	FD21772351	FD21772426	FD21772472	FD21772488	FD21772517	FD21772578	FD21772584	FD21772699	FD21772702	FD21772752	FD21772778	FD21772795	FD21772802	FD21772808	FD21772813	FD21772863	FD21772908	FD21772910	FD21772934	FD21772937	FD21772947	FD21772976	FD21773016	FD21773025	FD21773037	FD21773044	FD21773059	FD21773063	FD21773095	FD21773104	FD21773106	FD21773116	FD21773158	FD21773174	FD21773200	FD21773221	FD21773259	FD21773306	FD21773313	FD21773335	FD21773336	FD21773348	FD21773352	FD21773362	FD21773369	FD21773436	FD21773511	FD21773537	FD21773545	FD21773589	FD21773609	FD21773630	FD21773644	FD21773651	FD21773653	FD21773669	FD21773675	FD21773737	FD21773746	FD21773752	FD21773765	FD21773775	FD21773783	FD21773800	FD21773803	FD21773819	FD21773823	FD21773832	FD21773840	FD21773841	FD21773846	FD21773847	FD21773869	FD21773873	FD21773312	FD21773956	FD21773958	FD21773965	FD21774021	FD21774041	FD21774042	FD21774045	FD21774064	FD21774113	FD21774123	FD21774168	FD21774233	FD21774281	FD21774318	FD21774370	FD21774401	FD21774415	FD21774444	FD21774445	FD21774681	FD21774468	FD21774498	FD21774517	FD21774522	FD21774523	FD21774524	FD21774545	FD21774611	FD21774628	FD21774642	FD21774674	FD21774695	FD21774702	FD21774708	FD21774709	FD21774719	FD21774746	FD21774760	FD21774779	FD21774818
NODE_382_length_944_cov_6.876265	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.5779077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.8052371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.25700272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_383_length_1177_cov_6.123886	species:Streptococcus	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Aliceevansviridae;genus:Brussowvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_383_length_517_cov_2.487013	species:Prevotella	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales"	0	0	0	0	0	534.0242896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2328.118333	0	0	0	0	0	0	0	0	0	123.9577017	0	0	0	0	0	0	0	0	0	0	0	0	94.28858227	0	0	0	0	0	0	0	0	0	65.08334304	0	75.77414083	0	0	0	0	0	59.69311412	0	0	12.79789844	0	0	1069.525008	0	0	0	0	0	0	0	56.49286158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405.7553969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.6050447	0	0
NODE_383_length_592_cov_3.476723	genus:Escherichia	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Dhillonvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.02533444	0	0	0	0	0	0	0	0	0	0	0	130.721302	0	0	0	667.1626799	0	0	1846.781184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_384_length_706_cov_8.591398	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855300297	0	0	0	0	0	0	0	0	0	0	0	0	122.6605714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632.421215	0	0	0	59.83583894	0	0	589.7664521	0	0	0	52.50511346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.28510272	0	0	0	0	0	0	0	0	0	0	3.993146166	0	0	0	0	0	0	276.4253895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_384_length_943_cov_5.045045	species:Corynebacterium	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Samwavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.39449952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40782847	0	0	0	0	0	0	0	0	0	0	0	59.80067597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332.6626577	0	0	0	0	0	0	0	0	0	0	0	18.58340324	0	0	0	0	0	0	0	0	0
NODE_3846_length_613_cov_3.684588	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_385_length_1293_cov_3.647819	genus:Macaca	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Peploviricota;class:Herviviricetes;order:Herpesvirales;family:Orthoherpesviridae;subfamily:Gammaherpesvirinae;genus:Lymphocryptovirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.1011583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_385_length_704_cov_6.460709	species:Anoxybacillus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Spizizenvirus"	183.0011009	3.373528521	1481.492017	98.75926757	684.2999095	784.3481753	628.6866183	0	1589.09752	185.0152453	1293.910134	0	1773.332072	277.5951818	1368.189699	762.3970111	0	264.7138549	113.2242274	1357.176205	0	327.3313851	2.194752119	2230.78845	89.8207035	796.0404312	1456.627461	0	0	953.7519329	313.63536	36.05031586	728.2514973	99.97568591	4.428402997	855.4950921	66.81931507	0	0	507.0335697	93.06522607	45.45090938	0	0	290.0860202	138.4863552	0	31.6127244	567.5008172	545.6990186	368.6619635	0	275.6855626	0	981.4649173	56.64661339	34.0317011	28.85381057	15.12666708	189.0985854	882.927987	983.3537871	0	87.67426136	774.0896705	28.67601683	0	830.6265981	0	112.2046325	1254.185396	0	0	82.70477703	0	196.5375328	71.80903622	3.771540475	6.184278436	253.2606464	953.2338048	120.0823861	300.1805886	364.37483	978.8523152	0	401.8258969	124.4738904	375.1860923	120.1534889	0	41.32231405	0	297.9766196	62.82695146	66.39809963	25.14568404	0	221.8593589	0	1536.041682	1328.148243	501.0421677	91.12999	1047.673327	1442.964796	0	0.805090252	0	2210.520622	623.2797479	0	10.57121787	144.4970885	0	357.2122584	71.2007291	1446.2732	880.6289804	0	733.9902056	432.2746639	738.858021	0	0	2034.401553	162.9148464	262.3911601	0	83.63732714	47.5004864	0	870.6433009
NODE_385_length_706_cov_8.537634	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.8296627	0	0	0	0	0	0	0	0	0	0	129.7495397	0	0	0	0	0	0	0	0	0	0	0	0	0	13.73508456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_3850_length_613_cov_2.455197	genus:Escherichia	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Autographiviridae;subfamily:Studiervirinae;genus:Teseptimavirus"	0	0	0	0	91.25197989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469.7934097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.16395191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.91690101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.057482753	0	0	0	0	0	222.2448537	0	0	0	0	0	0	2.661469302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_386_length_1631_cov_6.666878	species:Brevibacillus	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Jenstvirus"	17.55334492	0	0	0	0	0	0	0	34.29566689	0	111.6999061	0	53.71479251	0	0	94.02250955	0	57.1301514	0	10.46084839	170.0279492	0	0.473668146	48.14454533	0	137.4402118	0	0	0	13.72248847	0	0	0	0	1.274308486	13.67642085	0	0	151.275792	109.4272327	0	0	0	0	0	0	0	0	0	0	0	0	832.972687	0	16.94546418	2.29226026	0.773123288	1.779196167	0	0	0	0	0	0	0	0	0	35.85291999	89.84771172	0	0	0	0	14.27937781	0	562.0178129	0	0	0	0	0	0	0	0	60.35841551	0	57.81431257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.12603303	0	0	0	0	0	655.2906665	0	4.624185721	25.34080532	0	0	186.5857531	0	0	0	0	0	0	0	6.016827949	0	319.3337421	0
NODE_386_length_610_cov_2.464865	species:Listeria	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;subfamily:Trabyvirinae;genus:Slepowronvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_387_length_1627_cov_4.210560	genus:Chlorella	-	"superkingdom:Viruses;clade:Varidnaviria;kingdom:Bamfordvirae;phylum:Nucleocytoviricota;class:Megaviricetes;order:Algavirales;family:Phycodnaviridae;genus:Chlorovirus"	8.798250021	0	42.73593033	0	65.79896692	169.6930287	272.0315792	0	498.5097567	0	0	0	275.9651114	68.63710879	0	471.2683254	0	114.5412132	73.48788211	492.8686262	0	53.11339008	0.474832665	289.5774558	25.91017221	275.5562206	0	0	0	247.6120568	0	15.59890742	0	43.2593011	1.277441389	246.780801	33.04296975	0	0	0	0	9.833263738	203.6541252	0	83.67980258	119.8455981	0	27.357539	0	314.8306569	0	0	384.3745439	0	186.8583729	12.25544432	0.775024021	1.783570343	0	81.82262085	229.2248197	425.4954309	0	56.90474493	1004.841662	0	6.100043172	0	0	0	155.0525101	0	0	14.31448384	43.39062125	366.7412105	31.07164198	0	0	0	58.92322404	0	0	262.7738991	121.0136149	0	28.97822489	35.90642033	324.6847068	28.88344471	0	0	0	0	9.061703304	86.19101809	0	0	0	136.4324417	0	670.4686068	433.6001058	9.857946061	164.8459568	124.8736591	0	0	0	281.3200979	0	96.40469767	0	0	64.88895164	260.8286189	0	324.4888038	101.612424	26.2140682	0	187.0444766	0	0	0	306.1850177	0	56.76809365	0	0	6.851125267	0	0
NODE_388_length_609_cov_2.388087	species:Staphylococcus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Triavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.04465852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518.8312729	0	0	66.48996294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_389_length_1285_cov_4.058537	species:Bifidobacterium	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Jacevirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.5870558	0	0	0	0	0	0	0	0	2.618406725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_389_length_703_cov_6.256173	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.3563285	0	0	0	0	0	0	0	0	0	0	164.2953848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_1086_cov_4.471387	species:Atopobium	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.22428569	0	0	0	0	0	0	0	0	0	0	0	0	0	1195.618665	0	0	0	0	0	0	0	3.483326195	9.352247993	0	52.53567645	0	0	0	0	0	7.745517131	0	0	0	0	0	0	0	0	32.5030114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3541.120322	0	0	0	0	0	0	0	0	10872.76021	0	0	0	0	0	0	0	0	0	0	0	0	353.4554333	0	0	0	0	0	0	422.4384967	0	0	0	0	0	0
NODE_39_length_1206_cov_3.739357	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.26931168	0	0	0	496.0243647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.743164799	0	0	0	0	0	0	1100.755321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.08121011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.229727891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_1368_cov_4.766946	genus:Winogradskyella	-	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Winoviridae;genus:Peternellavirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982.3775501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_1468_cov_3.203114	genus:Lactococcus	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Teubervirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2901.134142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_1591_cov_5.976562	species:Clostridioides	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;genus:Colneyvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.223467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_2221_cov_4.557710	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.69741749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.89524538	0	208.3024486	0	0	0	0	0	0	18.23160172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.425451381	0	0	29.10080379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.601595893	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_2433_cov_9.729605	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473.7017375	0	0	0	0	0	0	0	0	0	0	0	0	0	3133.066576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155.3820877	0	0	601.1630943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_2971_cov_4.792867	species:Candidatus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;subfamily:Azeevirinae;genus:Yangvirus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.8673379	0	0	0	0	0	0	0	0	0	22.9126622	0	0	0	0	0	0	0	0	0	0	0	27.58756829	0	0	0	0	0	0	135.0378391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.0220317	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_3102_cov_22.367575	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876.063548	0	0	0	0	0	0	0	0	0	0	760.3710914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_565_cov_3.256863	species:Haemophilus	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;family:Peduoviridae;genus:Hpunavirus"	962.7621342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394.5411289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499.7985187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815.106146	0	0	0	0	86.98165944	0	0	571.9724355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.3039061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_705_cov_1.689231	-	virulent	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;order:Crassvirales;family:Steigviridae;subfamily:Asinivirinae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.9934453	2727.069437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_707_cov_4.271472	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.39741358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.379528035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.1400443	0	0	0	0	0	0	0	0	0	0	15.76630949	0	0
NODE_39_length_723_cov_1.871257	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.2390571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.97506158	0	0	0	0	30.8802381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_781_cov_1.972452	species:Listeria	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes;subfamily:Trabyvirinae;genus:Slepowronvirus"	0	0	0	0	0	0	0	0	0	3418.873264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.661199923	0	0	0	0	0	0	0	0	0	0	0	0	0	127.8875081	0	0	0	0	30.339306	0	0	0	0	0	0	0	0	0	0	0	2.154066992	8.471848264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1074.394572	0	0	0	0	0	0	0	0	0	0	0	0	0	7.982866724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_39_length_790_cov_4.042177	-	temperate	"superkingdom:Viruses;clade:Duplodnaviria;kingdom:Heunggongvirae;phylum:Uroviricota;class:Caudoviricetes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.7053127	0	0	0	0	0	0	0	0	0	0	0	0	0	144.4398598	0	0	0	39.06498734	0	0	0	0	0	0	0	0	0	0	0	0	0	1.680483857	0	0	0	0	0	0	0	0	0	0	0	11.89705431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.152342547	0	0	0	8835.246479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.84416806	0	0	0
